,tweet_clean,klasifikasi
5851,"hi sis, please help check the address covered by the xlhome fiber net, information on the covered area, please check",Netral
5852,"yesterday the xlhome internet died, already called cs, no action, just accommodate the complaint, it says on progress, send a real email, on progress, don't you dare to send it, it's really bad, support",Negatif
5853,hi pretzel kait layan xlhome fiber thanks dian,Positif
5854,"hi ray, hook up the xl home fiber service information via message, thanks fitri",Positif
5855,"sorry because the internet at home is slow, internet access is super fast, the house is transferred to xl home, it needs a trivia mat so I can buy myxl myxl store, beligadget, xlhome, router, wifi, internet, home, install wifi",Negatif
5856,"hi Husni, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5857,"hi, wait for the width of the xlhome fiber net, thanks adi",Positif
5858,xl home has arrived not very good netflix,Negatif
5859,"hi firdaus xlhome fiber, the stage of developing the net area, please wait for the update, information on the covered area, please check",Netral
5860,xlhome fiber net fiber optic fup subscribe please subscribe sales person cro register online website,Netral
5861,"according to the information that the XL Home Fiber package belongs to the FUP limit, thanks Adi",Positif
5862,"bro, the xlhome up to mbps fup package",Netral
5863,"Thank you, Sis, for choosing xl home area, yogyakarta, who subscribed to xl home jogja, let's register for a quick process",Positif
5864,hi kak kait produk xlhome via dm thanks dian,Positif
5865,"Hi Rasya, the location is cool, the location for the coverage area of ​​​​xl home website",Positif
5866,bye indihome xlhome here i come,Netral
5867,"xlhome, maybe the location is covered by a net, xl home, install help, contact dm or wa age",Netral
5868,hi nita kait layan xlhome fiber via dm ya thanks dian,Positif
5869,hi far kait layan xlhome fiber via dm ya thanks dian,Positif
5870,"hi revelation, install xlhome fiber, install the area covered by xlhome fiber nets, wide coverage area, please cover the area ahead",Negatif
5871,"indihome is adamant that it doesn't open access to netflix xlhome, so it's a market opportunity like using xlhome just cuy santuy lags watching netflix indihome",Positif
5872,the xlhome number just goes down ngs,Negatif
5873,"hi sis, thank you for trusting the xl home service, thanks dian",Positif
5874,"hi sagaratira help check the address covered by the xlhome fiber net, information on the covered area, please check",Netral
5875,"hi aditya help check the address covered by the xlhome fiber net, information on the covered area, please check",Netral
5876,"hi goright, link to the complaint information about xlhome fiber via message, thanks april",Negatif
5877,"the area is covered by the xlhome fiber net. Install the information on the covered area, please check",Netral
5878,it's dizzy to manage to install wifi like trying xlhome already neighbors use indihome can't netflix,Netral
5879,can t even listening to spotify while i m gaming xlhome ganyampe ya gusti,Netral
5880,"xl home nets are available in the Banjarbaru area, South Kalimantan",Positif
5881,hi thea ada bantu xlhome thanks adi,Positif
5882,please check the dm admin email subject pay xlhome,Negatif
5883,"Please check the web, bro, the area is covered by fiber optic xlhome. Help install, there is a location for your brother to be covered by your finger",Netral
5884,"xlhome, the size of the net area, bro, please cover the front brother's area, thanks a lot",Positif
5885,"hi sis, your city is covered by the xlhome fiber net, information on the area is covered, please check",Netral
5886,hi faizal can you help xlhome thanks bro,Positif
5887,"hi ridho, check your location, it's covered by the xlhome fiber net, information on the area is covered, please check",Netral
5888,"hello, install the active xlhome yesterday, didn't access netflix, ok try stb ps hp",Positif
5889,"hi fahmi, link to the complaint information about xlhome fiber service via dm, thanks dev",Negatif
5890,hard to get full speed xl home fiber in wifi,Positif
5891,think change xlhome eeeh home area w indihome,Netral
5892,"hi norman, the area of ​​the net is wide, sis, hope your area is quickly covered by the net, xlhome, information on the area covered, please check",Positif
5893,suspicion why it always comes xlhome xlfiber bbb tanjungbunga gmtd bpl xlhomefiber pubgmobile pubgindo xlhomemks,Netral
5894,wkw klo xlhome netflix,Netral
5895,"hahahahahaha just take it out, sis, move to first media xlhome, which yesterday has taken off indihome, eh, you have to pay for the road",Positif
5896,"Planting terminals for fun biting natural wires, planting net technicians are easy to get hit by hoes, residents are remodeling people, I'm religious",Positif
5897,"hi sis, xlhome, the area of ​​the net, sis, please wait for the update, yes, the information on the area is covered, please check",Netral
5898,"hi sis, is there any help xlhome thanks adi",Positif
5899,just use xlhome bro,Netral
5900,"cool bro, let's subscribe to xlhome, thanks vevi",Positif
5901,"hi sis, the information on the Balikpapan area is covered by the xlhome net, your information on the area is covered, please check",Netral
5902,please quickly install xlhome cianjur,Positif
5903,thank you sis for helping xlhome thanks adi,Positif
5904,"check your address, it's covered by the xlhome fiber net, information on your area is covered, please check",Netral
5905,"hi, sis, hooks to serve xlhome fiber via message, thanks vevi",Positif
5906,hi kak putar xlhome hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home twitter homeid thanks vevi,Positif
5907,hi abdul putar xlhome hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home twitter homeid thanks vevi,Positif
5908,hi dhani putar xlhome hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home twitter homeid thanks vevi,Positif
5909,"hi oviriani, sorry for the inconvenience, brother, you experienced the email notification of payment reminder, send subscribe to xlhome, brother, pay, please ignore the email, thanks vevi",Positif
5910,hi horis putar xlhome hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home twitter homeid thanks vevi,Positif
5911,hi kak putar xlhome fiber hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home twitter homeid thanks vevi,Positif
5912,"the south jakarta area is covered by xlhome fiber nets, bro, complete address information, basic name of the house complex, road block, house number",Negatif
5913,"Sis, I got info from several Makassarese, adam also serves the internet, pln bumn, kek indihome, also sm, transnet xlhome inet",Netral
5914,"xlhome is good, sis, some friends have installed it, only the limit is limited, let's move sm and sm sis hahaha",Positif
5915,don't think you choose the quality of moving using xlhome indihome,Netral
5916,"the area of ​​​​the house is covered by the hallway, sis, while xlhome focuses on the house",Netral
5917,don't use xlhome,Netral
5918,"South Kalimantan, Indihome likes it delicious, raises the bill waiting for xlhome bizpaknet",Positif
5919,"hi desmond, information on the yogyakarta area is covered by xlhome fiber net, sis, except for the sleman area, Bantul, information on your area is covered",Netral
5920,a thread log gue rasain fyi gue pake upto mbps first jam wib twit jg lot pakai normal tv streaming video consclusion test ping ms downspeed mbps upspeed mbps xlhome xlhomeid,Positif
5921,"hello, my sales team for xl home jogja, maybe i can help register xl home via dm wa age",Netral
5922,"hi aldila, information, the city of Serang is covered by the xlhome fiber net, information about your area is covered, please check",Netral
5923,"install the xl home, my aunty only subscribes to rbt but the web and bag pls laahhh",Netral
5924,cheap biznet sis xlhome mnc group ga,Positif
5925,more internet xl home entertainment box xl home pow xlhome layan internet tv cable ultra stable xl home media data transfer technology fiber optic cable,Positif
5926,more internet xl home entertainment box xl home pow xlhome serve internet fast symmetrical fast download fast upload ready to serve internet tv,Positif
5927,subscribe to xlhome help register age,Netral
5928,"subscribe to xlhome, the area is covered by the xlhome net, I'll help register dm or contact wa sy age",Netral
5929,"use xl home, watch netflix, netflixkr, comfortable tv, subscribe to xl home, jogja, dm or directly click on the wa profile, cheap internet, internetrumahsleman, cable tv, internet, special region of",Positif
5930,"hi bro, subscribe, please play xlhome contact no xl free no non-xl normal rate email xlhomecs co id fb xl home twitter homeid thanks adi",Positif
5931,"no telkomsel, no xlhome, the network is bad",Negatif
5932,"hi tri, your area information is covered by the xlhome fiber net, your area information is covered, please check",Netral
5933,"Brother's area information is covered by xlhome fiber net, Brother's area information is covered, please check",Netral
5934,"hi sis, netflix service is available xl home fiber service, subscription fees outside the xlhome month package, thanks adi",Positif
5935,"in Jogja, if you're in a city, why choose the other one, indihome, if you enter the area, enter the coverage, this is an alternative, biznet citra xlhome",Negatif
5936,"hi sis, the bandung area is covered by the xlhome fiber net, information on your area is covered, please check",Netral
5937,how about monday work is finished go home let's choose to cut the puzzle buy xl home internet home really must click myxl myxl store puzzlegames funquiz guess the picture games minigames xlhome,Positif
5938,"hi tunendra, information on the Pontianak area is covered by xlhome fiber net, information on your area is covered, please check",Netral
5939,"hi badr, your area information is covered by the xlhome fiber net, your area information is covered, please check",Netral
5940,"just unplug it, move xlhome",Netral
5941,basic service xlhome fiber wifi at home sis xl priority service xl postpaid card thanks adi,Positif
5942,watch netflix watch xlhome fiber sister subscribe subscribe month xlhome fiber thanks bro,Positif
5943,"hi kakkami brother's area is covered by xlhome fiber net, information on the area is covered, please check",Netral
5944,"more than xlhome, sis fitri thank you",Positif
5945,hi Rahmat Xlhome fiber service hook thanks fitri,Positif
5946,"Hi rendi, Xlhome fiber, thanks fitri",Positif
5947,xlhome bagus ga guys,Netral
5948,xl home gada bangka,Netral
5949,really know the idea of ​​tvc xlhome wakakakkakaka negotiable salary you reject the deck you throw away the agency basis,Positif
5950,poor xlhome not yet,Negatif
5951,fup rang let's just wait for xlhome to enter the complex,Negatif
5952,"they are xlhome, thanks adi",Positif
5953,"hi sis, it's really good at home, sis, tanin xlhome, thanks adi",Positif
5954,subscribe to xlhome jalan id to pay bill register name crisyanto nurhafidh e-mail address crisyanto nurhafidh com thank you for your cooperation,Netral
5955,hi sis there is help xlhome thanks april,Positif
5956,"yes, it doesn't open netflix, hp tv, connects to wifi xl home",Netral
